Gene,Pearson Correlation
rna_BATF2,0.5860495795308168
rna_BATF3,0.8182125460022303
rna_BAX,0.49408408831020245
rna_BAZ1A,0.5707187971201944
rna_BAZ1B,0.5014196942601592
rna_BAZ2A,0.5200589795790916
rna_BAZ2B,0.6642181854489427
rna_BBC3,0.43055646926921715
rna_BBIP1,0.660193344213118
rna_BBOF1,0.5726252098125101
rna_BBOX1,0.07679705469044912
rna_BBOX1-AS1,0.4407956842411611
rna_BBS1,0.6563037706175889
rna_BBS10,0.5056491632153712
rna_BBS12,0.39181282081134106
rna_BBS2,0.5138112859179753
rna_BBS4,0.600714427662485
rna_BBS5,0.5641748284348606
rna_BBS7,0.453280311558201
rna_BBS9,0.3409392066529924
rna_BBX,0.6098785605973158
rna_BCAM,0.6254198561111811
rna_BCAN,0.4457781525158965
rna_BCAP29,0.6668431587981642
rna_BCAP31,0.34059615449057506
rna_BCAR1,0.5096917605446496
rna_BCAR3,0.44879059592820036
rna_BCAR3-AS1,0.5213847097426577
rna_BCAS1,0.6090094218746455
rna_BCAS2,0.4236732344524148
rna_BCAS3,0.5422583518984714
rna_BCAS4,0.3431095603149653
rna_BCAT1,0.37593500246599026
rna_BCAT2,0.42799444591530156
rna_BCCIP,0.5197015001590224
rna_BCDIN3D,0.639127705289837
rna_BCDIN3D-AS1,0.6758733733869378
rna_BCHE,0.48214824633264985
rna_BCKDHA,0.5165209290277406
rna_BCKDHB,0.6737984656430094
rna_BCKDK,0.41733385172146004
rna_BCL10,0.7049666141352237
rna_BCL11A,0.29125083277458225
rna_BCL11B,0.5215316875413489
rna_BCL2,0.5559495034350899
rna_BCL2A1,0.601478162078346
rna_BCL2L1,0.2576273172954496
rna_BCL2L10,0.45766500292007384
rna_BCL2L11,0.37925387550258516
rna_BCL2L12,0.541258549314926
rna_BCL2L13,0.3443853054537346
rna_BCL2L14,0.39741245455415153
rna_BCL2L15,0.3162500680501782
rna_BCL2L2,0.6339020133347321
rna_BCL2L2-PABPN1,0.7571351228414308
rna_BCL3,0.4996397989435463
rna_BCL6,0.5069933864246727
rna_BCL6B,0.6396585787083049
rna_BCL7A,0.5102311506741289
rna_BCL7B,0.36788150629351657
rna_BCL7C,0.4835411444682962
rna_BCL9,0.42949539823784305
rna_BCL9L,0.4501438898569095
rna_BCLAF1,0.5110542646522259
rna_BCLAF3,0.7548205437668789
rna_BCO1,0.40662543734402506
rna_BCO2,0.5153587369987154
rna_BCOR,0.6423321612119259
rna_BCORL1,0.5025985991044863
rna_BCR,0.39432620755575754
rna_BCS1L,0.5003108390319599
rna_BDH1,0.6253897886491724
rna_BDH2,0.4889003873425168
rna_BDKRB1,0.42227779938613297
rna_BDKRB2,0.8189214510114591
rna_BDNF,0.8393765031665545
rna_BDNF-AS,0.5384844661372495
rna_BDP1,0.6308360145844434
rna_BEAN1,0.5563384863752234
rna_BEAN1-AS1,0.4974451061173695
rna_BECN1,0.48832376887052553
rna_BEGAIN,0.5664115366660964
rna_BEND3,0.4209453820451169
rna_BEND4,0.5853457498709381
rna_BEND5,0.7087302694429454
rna_BEND6,0.5366138340589113
rna_BEND7,0.37270322670854994
rna_BEST1,0.6880239758094843
rna_BEST4,0.5365377036290258
rna_BET1,0.45065481201916935
rna_BET1-AS1,0.758382919888872
rna_BET1L,0.37535132570531277
rna_BEX1,0.9861171191106042
rna_BEX2,0.4876636250637614
rna_BEX3,0.33056460790506437
rna_BEX4,0.37478883472328445
rna_BEX5,0.48345476241012336
rna_BFAR,0.5421434937971952
rna_BFSP1,0.2118189391580962
rna_BFSP2,0.15383667203479334
rna_BGLAP,0.6564024291768001
rna_BGN,0.42175945340314314
rna_BHLHA15,0.4692950686408731
rna_BHLHE22,0.8984477334832417
rna_BHLHE40,0.48766575304817755
rna_BHLHE40-AS1,0.2519255000721291
rna_BHLHE41,0.5559130246107725
rna_BHMT,0.3275786535786336
rna_BHMT2,0.7071809654580101
rna_BICC1,0.4003327435396342
rna_BICD1,0.602722829099118
rna_BICD2,0.524546840261657
rna_BICDL1,0.4885654350334637
rna_BICDL2,0.6614062232370284
rna_BICRA,0.6559323686523238
rna_BICRAL,0.6143435359260839
rna_BID,0.39781516670469286
rna_BIK,0.3182265599567706
rna_BIN1,0.7042069176976189
rna_BIN2,0.6642744777486129
rna_BIN3,0.48794835200244063
rna_BIRC2,0.7816950977385309
rna_BIRC3,0.3740989433396429
rna_BIRC5,0.7166581737664244
rna_BIRC6,0.7452934232386157
rna_BIRC7,0.13607711650752807
rna_BISPR,0.31057118759033575
rna_BIVM,0.6126353811699362
rna_BLACAT1,0.37668239693160444
rna_BLCAP,0.5243560266712969
rna_BLK,0.373703435930212
rna_BLM,0.5795337771000124
rna_BLMH,0.49270252466336023
rna_BLNK,0.4396143639439931
rna_BLOC1S1,0.562225069284855
rna_BLOC1S2,0.37697003656930456
rna_BLOC1S3,0.44459321271840024
rna_BLOC1S4,0.4969924368478731
rna_BLOC1S5,0.3387483351174715
rna_BLOC1S6,0.4672629989715851
rna_BLVRA,0.43897402166710897
rna_BLVRB,0.2880785282010968
rna_BLZF1,0.3451651409412249
rna_BMERB1,0.6637627483590725
rna_BMF,0.5391446070775305
rna_BMI1,0.5021698664542608
rna_BMP1,0.5664999354228113
rna_BMP2,0.26224394406071094
rna_BMP2K,0.6858356477374463
rna_BMP4,0.727146400572109
rna_BMP5,0.5805785115629964
rna_BMP6,0.392722171283174
rna_BMP7,0.3242860235033362
rna_BMP8A,0.5048792064943439
rna_BMP8B,0.2802352620712281
rna_BMPER,0.5125669893427978
rna_BMPR1A,0.6165328820969718
rna_BMPR1B,0.7667916172892091
rna_BMPR2,0.4798843326834449
rna_BMS1,0.4689152846326024
rna_BMS1P4,0.62595963205088
rna_BMT2,0.42562408225346426
rna_BMX,0.10173157321344303
rna_BNC1,0.636215347509525
rna_BNC2,0.6262209880327269
rna_BNIP1,0.5027499600876231
rna_BNIP2,0.4925163282752291
rna_BNIP3,0.4778505026012939
rna_BNIP3L,0.3635962276896948
rna_BNIPL,0.37620296503640216
rna_BOC,0.9069462153869157
rna_BOD1,0.436169351134409
rna_BOD1L1,0.5877532047701978
rna_BOK,0.4987696046963861
rna_BOLA1,0.49625554554303825
rna_BOLA2B,0.4726912824951719
rna_BOLA3,0.4614693108049915
rna_BOLA3-AS1,0.42357279253244834
rna_BOP1,0.5640165674174427
rna_BORA,0.4529544964479208
rna_BORCS5,0.530925512121555
rna_BORCS6,0.5213912365945407
rna_BORCS7,0.5012081620140512
rna_BORCS8,0.546904855158584
rna_BPGM,0.3972001396428647
rna_BPHL,0.49519514279353377
rna_BPI,0.24033474369855778
rna_BPNT1,0.46662778642814695
rna_BPNT2,0.4804846644205887
rna_BPTF,0.6016902090014664
rna_BRAF,0.9252478626044173
rna_BRAP,0.5624940155658378
rna_BRAT1,0.6444559461865842
rna_BRCA1,0.5933357392980029
rna_BRCA2,0.6024232749317164
rna_BRCC3,0.5003519211849401
rna_BRD1,0.588672308248566
rna_BRD2,0.3795504547453723
rna_BRD3,0.5037270066231542
rna_BRD3OS,0.607298209626179
rna_BRD4,0.5749149984730908
rna_BRD7,0.5473721088550859
rna_BRD8,0.5878131308339001
rna_BRD9,0.3247707560977021
rna_BRF1,0.5008900642089418
rna_BRF2,0.3707803766088663
rna_BRI3,0.5201563541204709
rna_BRI3BP,0.5269898885634754
rna_BRICD5,0.6249346482207789
rna_BRINP1,0.5406985387167448
rna_BRINP2,0.5036183040037845
rna_BRIP1,0.4562543927242301
rna_BRIX1,0.43003770187617796
rna_BRK1,0.3465124370360354
rna_BRMS1,0.47964923382780705
rna_BRMS1L,0.508676405845673
rna_BROX,0.3830491986899065
rna_BRPF1,0.48246039843231847
rna_BRPF3,0.5570625583983555
rna_BRSK1,0.6588425555994719
rna_BRSK2,0.786564918037725
rna_BRWD1,0.694881079880222
rna_BRWD1-AS2,0.4264638641562631
rna_BRWD3,0.5530848448468727
rna_BSCL2,0.4188727953302389
rna_BSDC1,0.4028070910527804
rna_BSG,0.33048932910043016
rna_BSN,0.9249898055098009
rna_BSN-DT,0.6368648890002918
rna_BSPRY,0.3808372109794281
rna_BST1,0.4985710006131604
rna_BST2,0.7222877090545398
rna_BTAF1,0.7900237697802971
rna_BTBD1,0.32819688703744304
rna_BTBD10,0.4873247600474888
rna_BTBD11,0.414253163035987
rna_BTBD16,0.768146982836606
rna_BTBD18,0.9616213891967832
rna_BTBD19,0.5744108688661964
rna_BTBD2,0.48730749463675227
rna_BTBD3,0.44877407221437937
rna_BTBD6,0.4595098969127658
rna_BTBD7,0.5144080223596418
rna_BTBD8,0.6467821256816153
rna_BTBD9,0.6436856876993468
rna_BTC,0.4718920740766026
rna_BTD,0.5303147334775178
rna_BTF3,0.5426392133756561
rna_BTF3L4,0.41202787444015593
rna_BTG1,0.4251868780076099
rna_BTG2,0.2378808360535732
rna_BTG3,0.3379834462420792
rna_BTG3-AS1,0.46816048362688245
rna_BTK,0.5619801464894646
rna_BTLA,0.3780830954002521
rna_BTN2A1,0.3193537992323408
rna_BTN2A2,0.42847638192992965
rna_BTN3A1,0.4973842762925765
rna_BTN3A2,0.40847378236457177
rna_BTN3A3,0.5507038311866601
rna_BTNL8,0.9888858937499359
rna_BTNL9,0.5676137066039759
rna_BTRC,0.4754930686656268
rna_BUB1,0.5706663951108262
rna_BUB1B,0.5676195728237929
rna_BUB3,0.46663734481304986
rna_BUD13,0.5069717420761435
rna_BUD23,0.5018270169959335
rna_BUD31,0.3992866649580743
rna_BVES,0.6971945211268173
rna_BVES-AS1,0.7539728079061412
rna_BX255925.1,0.4374751632340774
rna_BX255925.3,0.3634524291367034
rna_BX284613.2,0.6147361988842377
rna_BX284668.2,0.6964838785865828
rna_BX284668.5,0.6046326957531649
rna_BX284668.6,0.6253863140476138
rna_BX293535.1,0.42235810373475685
rna_BX322234.1,0.4857939097498571
rna_BX322562.1,0.6652099692942242
rna_BX323043.1,0.5819680757830464
rna_BX323046.1,0.5140873493255149
rna_BX323046.2,0.39626944809776954
rna_BX470102.1,0.4395691492757397
rna_BX470102.2,0.4988437498037953
rna_BX537318.1,0.48055411649107105
rna_BX539320.1,0.3939347488644698
rna_BX640514.2,0.37378605238755813
rna_BX649601.1,0.6320199097911579
rna_BX649632.1,0.5380604294277728
rna_BX842570.1,0.6079005848279512
rna_BX890604.1,0.6304466553526316
rna_BYSL,0.3928658856684708
rna_BZW1,0.4756201732715255
rna_BZW2,0.5069896833882142
rna_C10orf143,0.6073985261696664
rna_C10orf55,0.506813828432265
rna_C10orf67,0.60067706548636
rna_C10orf88,0.4270427555763022
rna_C11orf1,0.6525964555218384
rna_C11orf16,0.31954589934287125
rna_C11orf21,0.5075951424823739
rna_C11orf24,0.5262031184439986
rna_C11orf42,0.8289807255950657
rna_C11orf45,0.534736420163302
rna_C11orf49,0.6458845423460333
rna_C11orf54,0.5753025200113773
rna_C11orf58,0.44815620074818285
rna_C11orf65,0.8404795203817064
rna_C11orf68,0.6181213227314982
rna_C11orf71,0.548133720372962
rna_C11orf72,0.30425696865056
rna_C11orf80,0.4457730725647254
rna_C11orf91,0.7424369822452798
rna_C11orf94,0.41413002324265924
rna_C11orf95,0.7606705623961796
rna_C11orf96,0.7168936508865738
rna_C12orf29,0.5808306429563133
rna_C12orf4,0.5174881230655114
rna_C12orf42,0.719133954060105
rna_C12orf43,0.5962304750196997
rna_C12orf45,0.9037093911288541
rna_C12orf56,0.35662544326052736
rna_C12orf57,0.617740680611981
rna_C12orf60,0.34480633837257724
rna_C12orf65,0.5443209496640851
rna_C12orf66,0.48160528944111225
rna_C12orf71,0.6223968333235824
rna_C12orf73,0.6419369824174462
rna_C12orf75,0.40955551897854525
rna_C12orf76,0.5920677122171039
rna_C13orf46,0.33587861653477546
rna_C14orf119,0.4222908493803537
rna_C14orf132,0.7802818756396382
rna_C14orf28,0.6708662108652601
rna_C14orf93,0.7259653357880584
rna_C15orf39,0.4053769861653102
rna_C15orf40,0.5621307481093468
rna_C15orf48,0.32822507955221525
rna_C15orf56,0.4572161275247102
rna_C15orf61,0.6202701710177991
rna_C15orf62,0.45260471895517096
rna_C15orf65,0.4120820480418135
rna_C16orf54,0.3025827359493606
rna_C16orf70,0.41769482686720355
rna_C16orf71,0.3916290487848685
rna_C16orf72,0.3628416294426182
rna_C16orf74,0.662878259792842
rna_C16orf86,0.5837296849473063
rna_C16orf87,0.5724947533212434
rna_C16orf89,0.5640132941981316
rna_C16orf91,0.44905422692869806
rna_C16orf95,0.355354618860244
rna_C16orf96,0.6622589181883269
rna_C17orf100,0.6603741495992855
rna_C17orf107,0.4523959931934003
rna_C17orf113,0.6318621691744497
rna_C17orf49,0.5227659449488022
rna_C17orf58,0.5171270864041595
rna_C17orf67,0.32204764667802377
rna_C17orf75,0.46679650629646746
rna_C17orf78,0.7170204768836606
rna_C17orf80,0.5397816094797443
rna_C17orf97,0.5987040217826227
rna_C17orf99,0.5650520464659486
rna_C18orf21,0.45065601715664205
rna_C18orf25,0.5983834384087323
rna_C18orf32,0.7159978086295049
rna_C18orf54,0.510386184467745
rna_C19orf12,0.3736970512466962
rna_C19orf18,0.5652294441856267
rna_C19orf25,0.5006953056359619
rna_C19orf38,0.5271847054683756
rna_C19orf44,0.5496022144814907
rna_C19orf47,0.7486608829202579
rna_C19orf53,0.5398766186905379
rna_C19orf54,0.5997771015008934
rna_C19orf57,0.5601103913383343
rna_C19orf67,0.6712966662021105
rna_C19orf71,0.4830863083319529
rna_C19orf73,0.5293816988679948
rna_C19orf81,0.19903706106127156
rna_C19orf84,0.26076531647596674
rna_C1D,0.48983708573674156
rna_C1GALT1,0.4087128013206417
rna_C1GALT1C1,0.4206317189902021
rna_C1GALT1C1L,0.36854768899921975
rna_C1QA,0.7122701981287649
rna_C1QB,0.7799135176792572
rna_C1QBP,0.4965515064902568
rna_C1QC,0.8279588040167816
rna_C1QL1,0.34213677411628146
rna_C1QL3,0.8724513816463881
rna_C1QL4,0.5197582384031938
rna_C1QTNF1,0.5500237843365364
rna_C1QTNF12,0.36357147857269184
rna_C1QTNF2,0.5052603698653426
rna_C1QTNF3,0.37176501426010483
rna_C1QTNF4,0.8804296101705201
rna_C1QTNF6,0.6003157224997563
rna_C1QTNF7,0.6196251649489666
rna_C1QTNF7-AS1,0.7462510488750653
rna_C1R,0.6881540548094323
rna_C1RL,0.4070966900682329
rna_C1RL-AS1,0.5369982790472513
rna_C1S,0.6936746175464321
rna_C1orf100,0.8419249810530268
rna_C1orf109,0.5031444623249618
rna_C1orf112,0.43103625108038346
rna_C1orf115,0.2542701560331795
rna_C1orf116,0.5371775790069703
rna_C1orf122,0.4178065087457874
rna_C1orf127,0.7633053829077137
rna_C1orf131,0.4817601952434172
rna_C1orf146,0.5869530183983985
rna_C1orf147,0.5077482553737196
rna_C1orf159,0.6468940721696215
rna_C1orf162,0.6556976671641954
rna_C1orf174,0.4720795422225128
rna_C1orf189,0.34051907575076346
rna_C1orf194,0.5767665005726892
rna_C1orf198,0.43361342026576205
rna_C1orf21,0.5073669964917787
rna_C1orf210,0.5231215968223769
rna_C1orf216,0.7041357067805654
rna_C1orf220,0.6461640899869474
rna_C1orf226,0.39199694366688587
rna_C1orf229,0.5024754025783869
rna_C1orf35,0.555229395869924
rna_C1orf43,0.3016721185821649
rna_C1orf50,0.7144926350325904
rna_C1orf52,0.5281066915029495
rna_C1orf53,0.4886200423155289
rna_C1orf54,0.6583956851228516
rna_C1orf56,0.3845561317334235
rna_C1orf74,0.4965953112820779
rna_C2,0.49522078935941616
rna_C20orf144,0.8190966994429244
rna_C20orf194,0.5143804337198166
rna_C20orf197,0.4990394551986037
rna_C20orf202,0.4046768107589943
rna_C20orf204,0.39066841142004866
rna_C20orf27,0.5703104784086068
rna_C20orf96,0.520653251276073
rna_C21orf58,0.6499642704958372
rna_C21orf62,0.9188748451868576
rna_C21orf62-AS1,0.8581787300639088
rna_C21orf91,0.3395984267757762
rna_C22orf15,0.7580916260570688
rna_C22orf23,0.5173762989519981
rna_C22orf24,0.6182592792857708
rna_C22orf31,0.6690272821835532
rna_C22orf34,0.45775112506811616
rna_C22orf39,0.5827287553253512
rna_C2CD2,0.46578263009555126
rna_C2CD2L,0.4439324788897366
rna_C2CD3,0.4302801589734852
rna_C2CD4A,0.15322333722078493
rna_C2CD4B,0.5989792982687836
rna_C2CD4C,0.8330192321645238
rna_C2CD4D,0.6484328581164838
rna_C2CD4D-AS1,0.46224345851196597
rna_C2CD5,0.4848543260824277
rna_C2CD6,0.3898449978276047
rna_C2orf15,0.5913349851290384
rna_C2orf16,0.529775870340673
rna_C2orf27A,0.4663558006869956
rna_C2orf42,0.36461494896527336
rna_C2orf49,0.43364611384839336
rna_C2orf50,0.3542851385003499
rna_C2orf66,0.48303213253816
rna_C2orf68,0.5209597151887047
rna_C2orf69,0.4673112756929096
rna_C2orf72,0.7557193299041542
rna_C2orf74,0.3822653703225586
rna_C2orf76,0.41186637913938495
rna_C2orf81,0.5547436001112945
rna_C2orf88,0.3672365356721271
rna_C2orf91,0.39017468555988166
rna_C2orf92,0.5585470149515743
rna_C3,0.388629710434657
rna_C3AR1,0.7942021982588079
rna_C3orf14,0.3290758085032489
rna_C3orf18,0.7119434997640548
rna_C3orf20,0.8204200829703165
rna_C3orf33,0.6297160617871519
rna_C3orf35,0.7069472534772315
rna_C3orf36,0.6390629674183828
rna_C3orf38,0.40294489759101126
rna_C3orf49,0.9015225756483253
rna_C3orf52,0.45652191508774
rna_C3orf62,0.630194270141719
rna_C3orf70,0.5500369008803778
rna_C3orf80,0.7679647310823501
rna_C4A,0.4733457017850237
rna_C4B,0.6335559523616695
rna_C4BPA,0.9523871476712287
rna_C4BPB,0.2406519320506013
rna_C4orf19,0.5233997614751411
rna_C4orf3,0.2824597657974015
rna_C4orf33,0.5324745665436816
rna_C4orf46,0.6207374457783269
rna_C4orf47,0.3788818720218504
rna_C4orf48,0.6814487508627791
rna_C4orf50,0.5882262032175025
rna_C5,0.445042244978903
rna_C5AR1,0.7046905546467633
rna_C5AR2,0.3603874464439085
rna_C5orf15,0.22284651016422333
rna_C5orf22,0.4654375975115427
rna_C5orf24,0.5593169738267342
rna_C5orf34,0.5175772185349025
rna_C5orf34-AS1,0.3400506758176557
rna_C5orf49,0.35687477053669864
rna_C5orf51,0.4423653930873868
rna_C5orf58,0.6048446715816485
rna_C5orf63,0.7644734340710931
rna_C5orf64,0.42533823298472473
rna_C5orf66,0.4824727728967677
rna_C6,0.3952143972341695
rna_C6orf120,0.37670117842704975
rna_C6orf132,0.46055698273688805
rna_C6orf136,0.5812287786186496
rna_C6orf141,0.44359238136908424
rna_C6orf163,0.8889475112340742
rna_C6orf201,0.5002152372184028
rna_C6orf223,0.3612163706495129
rna_C6orf226,0.5357470529547287
rna_C6orf47,0.36316534850118126
rna_C6orf52,0.38750391545728824
rna_C6orf58,0.4207616941541128
rna_C6orf62,0.19548429813535592
rna_C6orf89,0.46305590901817895
rna_C6orf99,0.40204705574758115
rna_C7,0.5598605877209115
rna_C7orf25,0.6434059811506918
rna_C7orf26,0.553891205966782
rna_C7orf31,0.5893412665751807
rna_C7orf50,0.6034156578082701
rna_C7orf57,0.5382086325668775
rna_C7orf61,0.4495063997206129
rna_C8G,0.24555525879925066
rna_C8orf31,0.5226629106768012
rna_C8orf33,0.42150339569562423
rna_C8orf37,0.43524038659315517
rna_C8orf37-AS1,0.4606278844098098
rna_C8orf44,0.6945741584242255
rna_C8orf48,0.2535052189617043
rna_C8orf58,0.5443796144412874
rna_C8orf76,0.5513996940743078
rna_C8orf82,0.687966651634192
rna_C8orf88,0.5250020396442673
rna_C9orf106,0.4460663342177857
rna_C9orf116,0.49254347189642095
rna_C9orf139,0.4635332916067361
rna_C9orf147,0.9960648068819365
rna_C9orf152,0.29805114169652025
rna_C9orf153,0.7340937376839709
rna_C9orf16,0.4923218307524429
rna_C9orf163,0.6102260906902797
rna_C9orf24,0.711331098756522
rna_C9orf40,0.5792204933620331
rna_C9orf43,0.41495576477505147
rna_C9orf50,0.4830304494881102
rna_C9orf64,0.4485643574217603
rna_C9orf72,0.5220139508613841
rna_C9orf78,0.4182099880639845
rna_C9orf85,0.44251703227432515
rna_CA11,0.3158232975423527
rna_CA12,0.4492236190144504
rna_CA13,0.3538220526918746
rna_CA14,0.7123572291061728
rna_CA2,0.3187186032816268
rna_CA3,0.3885494593909559
rna_CA3-AS1,0.3634381100393473
rna_CA4,0.48619629946053783
rna_CA5B,0.4077074187176232
rna_CA8,0.32483437592542924
rna_CA9,0.47767117171564855
rna_CAAP1,0.3489399158739972
rna_CAB39,0.603944728429662
rna_CAB39L,0.6286570644568729
rna_CABCOCO1,0.36690255811113803
rna_CABIN1,0.41856213071713166
rna_CABLES1,0.4218773509719287
rna_CABLES2,0.529850646009191
rna_CABP1,0.2941256272063018
rna_CABP4,0.4455914351451674
rna_CABP7,0.3274926930926164
rna_CABYR,0.45384660943706434
rna_CACFD1,0.5729750241951361
rna_CACHD1,0.6558342948410412
rna_CACNA1A,0.5505276385221998
rna_CACNA1C,0.7541311911698502
rna_CACNA1C-AS1,0.6278016776192835
rna_CACNA1C-AS2,0.84546000646905
rna_CACNA1D,0.524833916641257
rna_CACNA1E,0.27492331687204036
rna_CACNA1F,0.4704687469103338
rna_CACNA1G,0.9901559659591392
rna_CACNA1G-AS1,0.8475242602494673
rna_CACNA1H,0.7596997216192937
rna_CACNA1I,0.42696600060115486
rna_CACNA1S,0.7758412571991185
rna_CACNA2D1,0.5826845191622866
rna_CACNA2D2,0.9140311694968468
rna_CACNA2D3,0.7537897537324387
rna_CACNA2D4,0.351775933027521
rna_CACNB1,0.395671173180302
rna_CACNB2,0.7549564732384808
rna_CACNB3,0.6433945517751949
rna_CACNB4,0.5798828396589969
rna_CACNG4,0.4638803447507972
rna_CACNG8,0.2988091959364795
rna_CACTIN,0.5258572607215536
rna_CACTIN-AS1,0.5210240528438554
rna_CACUL1,0.7927417291321386
rna_CACYBP,0.4640060636409789
rna_CAD,0.5342731515497319
rna_CADM1,0.6556413983918737
rna_CADM2,0.7125142395492752
rna_CADM3,0.30913163117947073
rna_CADM4,0.4258933336748947
rna_CADPS,0.7406647423587416
rna_CADPS2,0.48233958249469966
rna_CAGE1,0.6383649600439241
rna_CAHM,0.5610798163804116
rna_CALB1,0.3025244432091996
rna_CALB2,0.22132120194851188
rna_CALCB,0.9728677854123077
rna_CALCOCO1,0.613118276889315
rna_CALCOCO2,0.5015306743094314
rna_CALCR,0.160446891992867
rna_CALCRL,0.5676114068130467
rna_CALD1,0.805113809155874
rna_CALHM2,0.5632529607796988
rna_CALHM5,0.5933538517621513
rna_CALHM6,0.5970962176257064
rna_CALM1,0.46564272661930073
rna_CALM2,0.5674043828205289
rna_CALM3,0.38150739052449156
rna_CALML3-AS1,0.31682386464611334
rna_CALML4,0.4221920988351538
rna_CALML6,0.6167384218737119
rna_CALN1,0.7195707255299972
rna_CALR,0.3125833041128855
rna_CALU,0.5511041241123593
rna_CALY,0.8640120285796967
rna_CAMK1,0.7112575457043389
rna_CAMK1D,0.4118696145356945
rna_CAMK1G,0.5996973790512528
rna_CAMK2A,0.7348391975069579
rna_CAMK2B,0.20092017149421343
rna_CAMK2D,0.5122264677501214
rna_CAMK2G,0.5727512092083663
rna_CAMK2N1,0.32683992354600333
rna_CAMK2N2,0.7114125773336586
rna_CAMK4,0.7825103721504348
rna_CAMKK1,0.6589965078391258
rna_CAMKK2,0.44734271080151433
rna_CAMKMT,0.59364703696025
rna_CAMLG,0.4599974958236246
rna_CAMP,0.4487271481827412
rna_CAMSAP1,0.4991462635956519
rna_CAMSAP2,0.591568588694213
rna_CAMSAP3,0.6168062863820417
rna_CAMTA1,0.6188083045222941
rna_CAMTA1-DT,0.7578943013167972
rna_CAMTA2,0.4977547495848842
rna_CAND1,0.22414679180934038
rna_CAND2,0.5945075059230674
rna_CANT1,0.42087042632480187
rna_CANX,0.34131809700416543
rna_CAP1,0.4053986170972981
rna_CAP2,0.7128506466669271
rna_CAPG,0.2462973974763833
rna_CAPN1,0.39866453817847125
rna_CAPN10,0.5748228161975106
rna_CAPN10-DT,0.6874805772414176
rna_CAPN11,0.7361342918731496
rna_CAPN12,0.4396123973213009
rna_CAPN13,0.3699687633221794
rna_CAPN14,0.3415343806674149
rna_CAPN15,0.5483393446470064
rna_CAPN2,0.5697624743171874
rna_CAPN3,0.3510789445957999
rna_CAPN5,0.5815239001411202
rna_CAPN6,0.7797990236701671
rna_CAPN7,0.5440959903150379
rna_CAPN8,0.35374074183112025
rna_CAPN9,0.19793839215965006
rna_CAPNS1,0.34685577434559706
rna_CAPRIN1,0.502149169103776
rna_CAPRIN2,0.4339451202961245
rna_CAPS,0.6855220688988374
rna_CAPS2,0.49484848985731955
rna_CAPZA1,0.42889291651348244
rna_CAPZA2,0.5138296468309984
rna_CAPZB,0.43745211784932997
rna_CARD10,0.563129154863997
rna_CARD11,0.5860666642260821
rna_CARD14,0.39943145239448086
rna_CARD16,0.5737518455147503
rna_CARD19,0.5139732399224598
rna_CARD6,0.4832335350543684
rna_CARD8,0.6139116192566987
rna_CARD8-AS1,0.5794771721232043
rna_CARD9,0.4656887611990028
rna_CARF,0.7415894826274394
rna_CARHSP1,0.3423040491695698
rna_CARM1,0.5250515781308851
rna_CARMIL1,0.4593488273042763
rna_CARMIL2,0.7047493041311734
rna_CARMIL3,0.8136303916044763
rna_CARMN,0.6945084325272043
rna_CARNMT1,0.5746579645975776
rna_CARNMT1-AS1,0.9701138647202483
rna_CARNS1,0.3817267699903033
rna_CARS1,0.5609263233086329
rna_CARS2,0.5324830023693095
rna_CASC11,0.5096388684005828
rna_CASC15,0.3864942142345474
rna_CASC18,0.583760661968263
rna_CASC19,0.2446632812964555
rna_CASC2,0.5376382531130298
rna_CASC3,0.712364361755268
rna_CASC8,0.41084629089143987
rna_CASC9,0.4617428078790397
rna_CASD1,0.5692739060878297
rna_CASK,0.509934156533594
rna_CASKIN1,0.47416813644892675
rna_CASKIN2,0.5399315231101747
rna_CASP1,0.6958161833524242
rna_CASP10,0.4666092782447874
rna_CASP2,0.553694511009195
rna_CASP3,0.3279239712157535
rna_CASP4,0.43124276600295464
rna_CASP5,0.769264806264967
rna_CASP6,0.4368596838406673
rna_CASP7,0.5235210442794891
rna_CASP8,0.38278492786454843
rna_CASP8AP2,0.5188242122346841
rna_CASP9,0.6164667461289302
rna_CASQ1,0.5055102444735005
rna_CASQ2,0.7325118390119867
rna_CASR,0.23480093594637214
rna_CASS4,0.7921055812825202
rna_CAST,0.4309606404642902
rna_CASTOR1,0.4434501179014546
rna_CASTOR2,0.6476405769400259
rna_CASZ1,0.6019166545844641
rna_CAT,0.5752929633844562
rna_CATIP,0.5102435096737219
rna_CATSPER1,0.4280215170474675
rna_CATSPER2,0.6723375990646578
rna_CATSPER3,0.6181470858566627
rna_CATSPERB,0.5234348056675349
rna_CATSPERE,0.5584967832573754
rna_CATSPERG,0.44340704492637867
rna_CAV1,0.6267718818763459
rna_CAV2,0.5330342917361977
rna_CAVIN1,0.6655615163559243
rna_CAVIN2,0.6892563266377953
rna_CAVIN3,0.6051143545411206
rna_CAVIN4,0.8656086726712564
rna_CBARP,0.6131776694747773
rna_CBFA2T2,0.5831121826612057
rna_CBFA2T3,0.42054169405273284
rna_CBFB,0.4017256720889161
rna_CBL,0.672262732518924
rna_CBLB,0.4265219965604486
rna_CBLC,0.41223603222862976
rna_CBLL1,0.5194382486273034
rna_CBLN1,0.5262496007080452
rna_CBLN3,0.4709723065740034
rna_CBLN4,0.5011725487829809
rna_CBR1,0.37943697522515474
rna_CBR3,0.31866852505977167
rna_CBR3-AS1,0.7387914299887282
rna_CBR4,0.6097673231823436
